File  .text     Size                      Crate Name
0.0%   0.0%      42B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::endpoint_set_enabled::{{closure}}
0.0%   0.0%      42B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::endpoint_set_enabled::{{closure}}
0.0%   0.0%      42B                        std <core::array::iter::IntoIter<T,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      42B                       std? <alloc::vec::Vec<T,A> as core::ops::drop::Drop>::drop
0.0%   0.0%      42B               embassy_sync embassy_sync::channel::Channel<M,T,_>::send
0.0%   0.0%      42B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_send_with_context::{{closure}}
0.0%   0.0%      42B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_send_with_context::{{closure}}
0.0%   0.0%      42B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_send_with_context
0.0%   0.0%      42B         embassy_usb_driver embassy_usb_driver::EndpointAddress::direction
0.0%   0.0%      42B                        std core::bool::<impl bool>::then
0.0%   0.0%      42B                        std core::bool::<impl bool>::then
0.0%   0.0%      42B                        std core::bool::<impl bool>::then
0.0%   0.0%      42B                        std core::bool::<impl bool>::then
0.0%   0.0%      42B                        std core::bool::<impl bool>::then
0.0%   0.0%      42B           critical_section critical_section::with
0.0%   0.0%      42B                        std core::slice::iter::IterMut<T>::new
0.0%   0.0%      42B                        std core::slice::iter::IterMut<T>::new
0.0%   0.0%      42B                        std core::slice::iter::IterMut<T>::new
0.0%   0.0%      42B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      42B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      42B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      42B                        std <core::option::Option<T> as core::ops::try_trait::Try>::branch
0.0%   0.0%      42B                        std <core::option::Option<T> as core::ops::try_trait::Try>::branch
0.0%   0.0%      42B                        std core::option::Option<T>::ok_or
0.0%   0.0%      42B                        std core::option::Option<T>::take
0.0%   0.0%      42B                        std core::option::Option<T>::take
0.0%   0.0%      40B                        std core::panicking::panic_nounwind_fmt
0.0%   0.0%      40B                        std core::num::<impl usize>::unchecked_add::precondition_check
0.0%   0.0%      40B           embassy_executor embassy_executor::raw::state::State::update_with_cs
0.0%   0.0%      40B           embassy_executor critical_section::with
0.0%   0.0%      40B                 embassy_rp embassy_rp::rom_data::inner::reset_to_usb_boot::outer_call
0.0%   0.0%      40B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      40B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      40B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      40B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      40B                 embassy_rp critical_section::with
0.0%   0.0%      40B                 embassy_rp critical_section::with
0.0%   0.0%      40B                       log? <log::Metadata as core::clone::Clone>::clone
0.0%   0.0%      40B                        std core::num::<impl usize>::unchecked_add::precondition_check
0.0%   0.0%      40B             embedded_alloc critical_section::with
0.0%   0.0%      40B             embedded_alloc critical_section::with
0.0%   0.0%      40B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::endpoint_descriptor
0.0%   0.0%      40B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::reject::{{closure}}::{{c...
0.0%   0.0%      40B                 embassy_rp embassy_rp::usb::Driver<T>::new::{{closure}}
0.0%   0.0%      40B           embassy_executor embassy_executor::raw::util::UninitCell<T>::write_in_place
0.0%   0.0%      40B                        std core::alloc::layout::Layout::new
0.0%   0.0%      40B                        std core::alloc::layout::Layout::new
0.0%   0.0%      40B           embassy_executor embassy_executor::raw::state::State::update_with_cs
0.0%   0.0%      40B                        std core::bool::<impl bool>::then
0.0%   0.0%      40B                        std core::num::<impl usize>::unchecked_add::precondition_check
0.0%   0.0%      40B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      40B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      40B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      40B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      40B                        std core::iter::traits::iterator::Iterator::peekable
0.0%   0.0%      40B                embassy_rp? <embassy_rp::pio::ShiftConfig as core::default::Default>::default
0.0%   0.0%      40B                        std core::iter::traits::iterator::Iterator::peekable
0.0%   0.0%      40B               embassy_sync embassy_sync::pipe::Pipe<M,_>::try_write_with_context
0.0%   0.0%      40B               embassy_sync embassy_sync::pipe::Pipe<M,_>::try_read_with_context
0.0%   0.0%      40B                cortex_m_rt Reset
0.0%   0.0%      38B                   cortex_m core::ptr::write_volatile
0.0%   0.0%      38B       embassy_hal_internal core::slice::raw::from_raw_parts_mut
0.0%   0.0%      38B       embassy_hal_internal core::slice::raw::from_raw_parts
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::ptr::write_volatile
0.0%   0.0%      38B                 embassy_rp core::option::Option<T>::unwrap_or
0.0%   0.0%      38B                        log log::RecordBuilder::file_static
0.0%   0.0%      38B                        log log::RecordBuilder::module_path_static
0.0%   0.0%      38B      linked_list_allocator linked_list_allocator::align_up
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                        std core::ptr::write_volatile
0.0%   0.0%      38B                embassy_usb embassy_usb::UsbDevice<D>::handle_control_out
0.0%   0.0%      38B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_send_with_context
0.0%   0.0%      38B               embassy_time embassy_time::timer::Timer::after_secs
0.0%   0.0%      38B                  cnc_brain cnc_brain::execute_motion
0.0%   0.0%      38B                        std core::slice::raw::from_raw_parts_mut
0.0%   0.0%      38B                        std core::slice::raw::from_raw_parts_mut
0.0%   0.0%      38B                        std core::slice::raw::from_raw_parts_mut
0.0%   0.0%      38B                        std core::slice::raw::from_raw_parts
0.0%   0.0%      38B                        std core::slice::raw::from_raw_parts
0.0%   0.0%      36B                  [Unknown] __aeabi_idiv
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_async_fn_resumed
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_rem_by_zero
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_div_by_zero
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_shl_overflow
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_shr_overflow
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_neg_overflow
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_mul_overflow
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_sub_overflow
0.0%   0.0%      36B                        std core::panicking::panic_const::panic_const_add_overflow
0.0%   0.0%      36B                        std core::panicking::panic_null_pointer_dereference
0.0%   0.0%      36B                        std core::panicking::panic
0.0%   0.0%      36B                        std alloc::raw_vec::capacity_overflow
0.0%   0.0%      36B                        std <usize as core::iter::range::Step>::forward_unchecked
0.0%   0.0%      36B                   cortex_m core::ptr::read_volatile
0.0%   0.0%      36B   embassy_time_queue_utils embassy_time_queue_utils::queue_integrated::Queue::next_expiration
0.0%   0.0%      36B                 embassy_rp _embassy_time_schedule_wake
0.0%   0.0%      36B                 embassy_rp embassy_rp::time_driver::init::{{closure}}
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp core::ptr::read_volatile
0.0%   0.0%      36B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      36B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      36B                 embassy_rp embassy_rp::clocks::init::{{closure}}
